stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK0828,27.4412,27.7086,-5.269,-4.0522,22.1669,-4.2152,-3.2417,8.2324,10.9765,8.2324,5.4882,2.7441,2025-09-08 04:37:29.927327
STOCK0829,69.7339,15.4674,23.4584,14.3349,12.374,18.7667,11.4679,20.9202,27.8935,20.9202,13.9468,6.9734,2025-09-08 04:37:29.927340
STOCK0830,76.9485,-8.4583,9.8754,12.8708,-6.7666,7.9003,10.2967,23.0846,30.7794,23.0846,15.3897,7.6949,2025-09-08 04:37:29.927352
STOCK0831,28.0958,-19.6909,7.0448,3.0164,-15.7528,5.6359,2.4132,8.4287,11.2383,8.4287,5.6192,2.8096,2025-09-08 04:37:29.927365
STOCK0832,86.5772,12.2065,8.527,-7.0049,9.7652,6.8216,-5.6039,25.9731,34.6309,25.9731,17.3154,8.6577,2025-09-08 04:37:29.927378
STOCK0833,99.0383,6.7803,19.9987,7.9037,5.4242,15.9989,6.323,29.7115,39.6153,29.7115,19.8077,9.9038,2025-09-08 04:37:29.927390
STOCK0834,98.302,-10.3773,0.5355,-3.2253,-8.3018,0.4284,-2.5803,29.4906,39.3208,29.4906,19.6604,9.8302,2025-09-08 04:37:29.927403
STOCK0835,78.045,-15.4777,12.3651,-7.1653,-12.3822,9.8921,-5.7323,23.4135,31.218,23.4135,15.609,7.8045,2025-09-08 04:37:29.927420
STOCK0836,37.2253,18.5931,0.3039,-6.5594,14.8745,0.2431,-5.2475,11.1676,14.8901,11.1676,7.4451,3.7225,2025-09-08 04:37:29.927437
STOCK0837,74.0181,-2.7071,22.551,-8.7484,-2.1657,18.0408,-6.9987,22.2054,29.6072,22.2054,14.8036,7.4018,2025-09-08 04:37:29.927449
STOCK0838,43.9227,-2.6168,12.9726,14.1326,-2.0935,10.378,11.3061,13.1768,17.5691,13.1768,8.7845,4.3923,2025-09-08 04:37:29.927464
STOCK0839,3.8621,2.1713,19.5893,5.6177,1.737,15.6715,4.4941,1.1586,1.5449,1.1586,0.7724,0.3862,2025-09-08 04:37:29.927480
STOCK0840,21.557,-9.0144,9.2145,-7.1052,-7.2115,7.3716,-5.6841,6.4671,8.6228,6.4671,4.3114,2.1557,2025-09-08 04:37:29.927493
STOCK0841,77.0504,25.2156,1.3003,11.7483,20.1725,1.0402,9.3987,23.1151,30.8202,23.1151,15.4101,7.705,2025-09-08 04:37:29.927506
STOCK0842,62.8728,2.331,-6.8482,18.399,1.8648,-5.4786,14.7192,18.8619,25.1491,18.8619,12.5746,6.2873,2025-09-08 04:37:29.927521
STOCK0843,77.1247,18.9452,-7.6632,-3.0176,15.1562,-6.1306,-2.4141,23.1374,30.8499,23.1374,15.4249,7.7125,2025-09-08 04:37:29.927537
STOCK0844,46.3621,12.8178,18.7432,9.8154,10.2542,14.9945,7.8523,13.9086,18.5449,13.9086,9.2724,4.6362,2025-09-08 04:37:29.927554
STOCK0845,68.8467,-9.5602,12.3304,7.5217,-7.6481,9.8643,6.0173,20.654,27.5387,20.654,13.7693,6.8847,2025-09-08 04:37:29.927570
STOCK0846,61.8593,11.6271,-5.3269,8.0437,9.3017,-4.2615,6.435,18.5578,24.7437,18.5578,12.3719,6.1859,2025-09-08 04:37:29.927583
STOCK0847,93.734,14.1523,-1.7447,17.7215,11.3219,-1.3957,14.1772,28.1202,37.4936,28.1202,18.7468,9.3734,2025-09-08 04:37:29.927599
STOCK0848,8.5042,2.0122,11.295,-7.7574,1.6098,9.036,-6.2059,2.5513,3.4017,2.5513,1.7008,0.8504,2025-09-08 04:37:29.927613
STOCK0849,54.4565,-15.3078,-11.1464,-8.0671,-12.2462,-8.9171,-6.4537,16.3369,21.7826,16.3369,10.8913,5.4456,2025-09-08 04:37:29.927627
STOCK0850,14.0652,-1.5931,19.5222,-7.5946,-1.2744,15.6177,-6.0757,4.2196,5.6261,4.2196,2.813,1.4065,2025-09-08 04:37:29.927640
STOCK0851,51.4068,22.681,-8.102,18.6765,18.1448,-6.4816,14.9412,15.4221,20.5627,15.4221,10.2814,5.1407,2025-09-08 04:37:29.927654
STOCK0852,78.6823,-4.0068,9.9774,-5.9634,-3.2055,7.9819,-4.7708,23.6047,31.4729,23.6047,15.7365,7.8682,2025-09-08 04:37:29.927668
STOCK0853,62.6334,-10.2765,-2.5564,-9.262,-8.2212,-2.0451,-7.4096,18.79,25.0534,18.79,12.5267,6.2633,2025-09-08 04:37:29.927684
STOCK0854,91.9514,-1.927,-5.5701,-4.8385,-1.5416,-4.4561,-3.8708,27.5854,36.7806,27.5854,18.3903,9.1951,2025-09-08 04:37:29.927699
STOCK0855,44.9819,-4.4812,10.6262,-2.6717,-3.585,8.501,-2.1374,13.4946,17.9927,13.4946,8.9964,4.4982,2025-09-08 04:37:29.927716
STOCK0856,44.8548,3.3645,-11.5598,4.782,2.6916,-9.2478,3.8256,13.4565,17.9419,13.4565,8.971,4.4855,2025-09-08 04:37:29.927731
STOCK0857,69.4266,18.5671,-11.9344,13.712,14.8537,-9.5475,10.9696,20.828,27.7707,20.828,13.8853,6.9427,2025-09-08 04:37:29.927745
STOCK0858,12.2496,-3.406,-4.6516,5.7056,-2.7248,-3.7213,4.5645,3.6749,4.8999,3.6749,2.4499,1.225,2025-09-08 04:37:29.927758
STOCK0859,10.4053,-14.8696,-7.6506,4.3028,-11.8957,-6.1205,3.4423,3.1216,4.1621,3.1216,2.0811,1.0405,2025-09-08 04:37:29.927771
STOCK0860,43.1589,3.2706,14.6426,-2.415,2.6165,11.7141,-1.932,12.9477,17.2635,12.9477,8.6318,4.3159,2025-09-08 04:37:29.927784
STOCK0861,32.9524,16.112,-11.8177,13.212,12.8896,-9.4541,10.5696,9.8857,13.1809,9.8857,6.5905,3.2952,2025-09-08 04:37:29.927797
STOCK0862,42.4142,11.8301,-7.9815,0.7803,9.4641,-6.3852,0.6242,12.7242,16.9657,12.7242,8.4828,4.2414,2025-09-08 04:37:29.927812
STOCK0863,62.1374,23.676,17.8392,11.6911,18.9408,14.2713,9.3529,18.6412,24.8549,18.6412,12.4275,6.2137,2025-09-08 04:37:29.927825
STOCK0864,90.5315,6.1522,12.1757,6.0111,4.9218,9.7405,4.8089,27.1595,36.2126,27.1595,18.1063,9.0532,2025-09-08 04:37:29.927839
STOCK0865,94.6127,19.1777,-10.0375,0.2809,15.3422,-8.03,0.2247,28.3838,37.8451,28.3838,18.9225,9.4613,2025-09-08 04:37:29.927856
STOCK0866,33.6404,22.7233,-5.0921,-2.4452,18.1786,-4.0737,-1.9562,10.0921,13.4561,10.0921,6.7281,3.364,2025-09-08 04:37:29.927986
STOCK0867,66.7712,4.8188,12.0185,-6.1803,3.8551,9.6148,-4.9442,20.0314,26.7085,20.0314,13.3542,6.6771,2025-09-08 04:37:29.928024
STOCK0868,25.2938,-10.509,24.9321,10.5319,-8.4072,19.9457,8.4255,7.5881,10.1175,7.5881,5.0588,2.5294,2025-09-08 04:37:29.928047
STOCK0869,93.6239,-18.0793,17.5543,11.3602,-14.4635,14.0434,9.0882,28.0872,37.4496,28.0872,18.7248,9.3624,2025-09-08 04:37:29.928069
STOCK0870,98.082,25.4534,13.7813,13.9084,20.3627,11.025,11.1267,29.4246,39.2328,29.4246,19.6164,9.8082,2025-09-08 04:37:29.928086
STOCK0871,76.7615,8.6981,4.2994,-8.8536,6.9584,3.4395,-7.0829,23.0284,30.7046,23.0284,15.3523,7.6761,2025-09-08 04:37:29.928102
STOCK0872,2.3924,22.1654,9.4017,1.664,17.7323,7.5213,1.3312,0.7177,0.9569,0.7177,0.4785,0.2392,2025-09-08 04:37:29.928117
STOCK0873,4.481,-10.1452,18.6606,5.6033,-8.1161,14.9285,4.4827,1.3443,1.7924,1.3443,0.8962,0.4481,2025-09-08 04:37:29.928131
STOCK0874,55.0307,15.2711,-13.3878,-0.6968,12.2169,-10.7103,-0.5575,16.5092,22.0123,16.5092,11.0061,5.5031,2025-09-08 04:37:29.928145
STOCK0875,93.3545,-16.3909,-5.908,15.4196,-13.1127,-4.7264,12.3357,28.0064,37.3418,28.0064,18.6709,9.3355,2025-09-08 04:37:29.928160
STOCK0876,93.4545,21.7644,2.4834,12.6721,17.4115,1.9867,10.1377,28.0364,37.3818,28.0364,18.6909,9.3455,2025-09-08 04:37:29.928173
STOCK0877,47.0282,13.001,-2.7677,0.9707,10.4008,-2.2142,0.7766,14.1084,18.8113,14.1084,9.4056,4.7028,2025-09-08 04:37:29.928187
STOCK0878,32.3316,21.8384,-7.4402,-1.8134,17.4707,-5.9522,-1.4507,9.6995,12.9326,9.6995,6.4663,3.2332,2025-09-08 04:37:29.928201
STOCK0879,94.6452,2.8733,20.295,-5.648,2.2986,16.236,-4.5184,28.3936,37.8581,28.3936,18.929,9.4645,2025-09-08 04:37:29.928214
STOCK0880,88.9707,-7.9229,18.7086,3.891,-6.3383,14.9669,3.1128,26.6912,35.5883,26.6912,17.7941,8.8971,2025-09-08 04:37:29.928229
STOCK0881,0.4107,23.9342,-9.6475,-8.8686,19.1473,-7.718,-7.0949,0.1232,0.1643,0.1232,0.0821,0.0411,2025-09-08 04:37:29.928243
STOCK0882,97.044,20.8756,-6.0963,3.7468,16.7005,-4.877,2.9974,29.1132,38.8176,29.1132,19.4088,9.7044,2025-09-08 04:37:29.928256
STOCK0883,41.9612,-12.3256,0.9877,4.9546,-9.8605,0.7902,3.9637,12.5883,16.7845,12.5883,8.3922,4.1961,2025-09-08 04:37:29.928270
STOCK0884,81.7725,6.8034,-0.4027,19.8686,5.4427,-0.3222,15.8949,24.5317,32.709,24.5317,16.3545,8.1772,2025-09-08 04:37:29.928283
STOCK0885,72.4188,-15.1164,-2.2914,17.816,-12.0931,-1.8331,14.2528,21.7257,28.9675,21.7257,14.4838,7.2419,2025-09-08 04:37:29.928296
STOCK0886,23.147,-4.3894,1.1719,18.2121,-3.5115,0.9376,14.5697,6.9441,9.2588,6.9441,4.6294,2.3147,2025-09-08 04:37:29.928310
STOCK0887,20.4959,28.0094,1.1468,-4.5525,22.4075,0.9175,-3.642,6.1488,8.1984,6.1488,4.0992,2.0496,2025-09-08 04:37:29.928323
STOCK0888,68.713,24.3082,17.0316,-5.9356,19.4466,13.6253,-4.7485,20.6139,27.4852,20.6139,13.7426,6.8713,2025-09-08 04:37:29.928337
STOCK0889,66.7248,29.8006,16.9594,3.6704,23.8405,13.5675,2.9364,20.0174,26.6899,20.0174,13.345,6.6725,2025-09-08 04:37:29.928350
STOCK0890,73.8364,1.3259,17.992,-7.14,1.0607,14.3936,-5.712,22.1509,29.5346,22.1509,14.7673,7.3836,2025-09-08 04:37:29.928364
STOCK0891,17.6357,12.6328,21.0259,4.5648,10.1063,16.8207,3.6518,5.2907,7.0543,5.2907,3.5271,1.7636,2025-09-08 04:37:29.928377
STOCK0892,91.8912,-18.3988,-7.2975,-1.6809,-14.719,-5.838,-1.3447,27.5674,36.7565,27.5674,18.3782,9.1891,2025-09-08 04:37:29.928390
STOCK0893,92.7234,20.1065,-9.6933,2.4551,16.0852,-7.7547,1.9641,27.817,37.0894,27.817,18.5447,9.2723,2025-09-08 04:37:29.928403
STOCK0894,93.5938,28.0903,0.2682,-5.6784,22.4722,0.2145,-4.5427,28.0781,37.4375,28.0781,18.7188,9.3594,2025-09-08 04:37:29.928416
STOCK0895,27.4305,-1.0682,5.2008,-7.4848,-0.8545,4.1606,-5.9879,8.2291,10.9722,8.2291,5.4861,2.743,2025-09-08 04:37:29.928429
STOCK0896,43.1927,-10.415,24.6768,2.7888,-8.332,19.7414,2.2311,12.9578,17.2771,12.9578,8.6385,4.3193,2025-09-08 04:37:29.928442
STOCK0897,4.2826,27.0934,9.2841,-5.2017,21.6747,7.4273,-4.1613,1.2848,1.713,1.2848,0.8565,0.4283,2025-09-08 04:37:29.928455
STOCK0898,20.6296,5.5877,-0.3247,-5.7183,4.4702,-0.2598,-4.5746,6.1889,8.2518,6.1889,4.1259,2.063,2025-09-08 04:37:29.928468
STOCK0899,25.5777,17.6428,-9.7916,-1.8187,14.1143,-7.8332,-1.455,7.6733,10.2311,7.6733,5.1155,2.5578,2025-09-08 04:37:29.928481
STOCK0900,95.8156,21.5799,-5.3263,-0.1314,17.2639,-4.2611,-0.1051,28.7447,38.3263,28.7447,19.1631,9.5816,2025-09-08 04:37:29.928494
STOCK0901,27.3019,1.859,9.1486,5.7115,1.4872,7.3189,4.5692,8.1906,10.9208,8.1906,5.4604,2.7302,2025-09-08 04:37:29.928507
STOCK0902,53.8157,8.8836,4.7459,5.5604,7.1068,3.7967,4.4483,16.1447,21.5263,16.1447,10.7631,5.3816,2025-09-08 04:37:29.928520
STOCK0903,39.6257,22.1756,5.8943,14.4862,17.7405,4.7155,11.589,11.8877,15.8503,11.8877,7.9251,3.9626,2025-09-08 04:37:29.928533
STOCK0904,94.8225,8.3147,-3.6737,19.4108,6.6518,-2.939,15.5286,28.4468,37.929,28.4468,18.9645,9.4823,2025-09-08 04:37:29.928551
STOCK0905,57.5459,-4.8851,-1.7629,2.6488,-3.9081,-1.4103,2.119,17.2638,23.0183,17.2638,11.5092,5.7546,2025-09-08 04:37:29.928564
STOCK0906,94.0891,14.6987,-4.8296,15.0804,11.7589,-3.8637,12.0643,28.2267,37.6356,28.2267,18.8178,9.4089,2025-09-08 04:37:29.928577
STOCK0907,82.5681,-17.8889,14.9803,15.5086,-14.3112,11.9842,12.4069,24.7704,33.0272,24.7704,16.5136,8.2568,2025-09-08 04:37:29.928590
STOCK0908,18.4562,-17.4228,-1.3187,-0.9882,-13.9382,-1.0549,-0.7905,5.5369,7.3825,5.5369,3.6912,1.8456,2025-09-08 04:37:29.928603
STOCK0909,24.0163,24.7802,21.5279,19.4431,19.8241,17.2224,15.5545,7.2049,9.6065,7.2049,4.8033,2.4016,2025-09-08 04:37:29.928616
STOCK0910,86.2195,15.4315,23.1678,15.0882,12.3452,18.5343,12.0706,25.8659,34.4878,25.8659,17.2439,8.622,2025-09-08 04:37:29.928629
STOCK0911,79.9874,-6.2441,5.0241,19.3871,-4.9952,4.0193,15.5097,23.9962,31.9949,23.9962,15.9975,7.9987,2025-09-08 04:37:29.928641
STOCK0912,20.5665,-9.1427,14.6315,-2.058,-7.3142,11.7052,-1.6464,6.1699,8.2266,6.1699,4.1133,2.0566,2025-09-08 04:37:29.928654
STOCK0913,38.9179,0.4259,1.0341,15.5815,0.3407,0.8273,12.4652,11.6754,15.5671,11.6754,7.7836,3.8918,2025-09-08 04:37:29.928667
STOCK0914,55.8469,21.4426,17.4108,-0.4514,17.154,13.9287,-0.3611,16.7541,22.3388,16.7541,11.1694,5.5847,2025-09-08 04:37:29.928680
STOCK0915,67.084,19.2426,22.8379,-8.2258,15.3941,18.2703,-6.5806,20.1252,26.8336,20.1252,13.4168,6.7084,2025-09-08 04:37:29.928694
STOCK0916,42.926,-5.8546,10.5969,7.7551,-4.6837,8.4775,6.2041,12.8778,17.1704,12.8778,8.5852,4.2926,2025-09-08 04:37:29.928706
STOCK0917,74.529,-10.7397,9.3598,-3.8573,-8.5918,7.4879,-3.0859,22.3587,29.8116,22.3587,14.9058,7.4529,2025-09-08 04:37:29.928720
STOCK0918,19.6793,8.8932,2.9725,8.4078,7.1146,2.378,6.7262,5.9038,7.8717,5.9038,3.9359,1.9679,2025-09-08 04:37:29.928733
STOCK0919,6.7822,-5.7229,-2.002,14.2936,-4.5783,-1.6016,11.4349,2.0347,2.7129,2.0347,1.3564,0.6782,2025-09-08 04:37:29.928746
STOCK0920,88.845,10.313,3.8674,9.5266,8.2504,3.094,7.6213,26.6535,35.538,26.6535,17.769,8.8845,2025-09-08 04:37:29.928759
STOCK0921,90.8156,-5.0944,11.9795,15.817,-4.0755,9.5836,12.6536,27.2447,36.3262,27.2447,18.1631,9.0816,2025-09-08 04:37:29.928773
STOCK0922,91.589,20.2053,16.2963,7.0817,16.1642,13.037,5.6654,27.4767,36.6356,27.4767,18.3178,9.1589,2025-09-08 04:37:29.928786
STOCK0923,34.6084,-0.2342,-2.6712,-5.1703,-0.1873,-2.137,-4.1362,10.3825,13.8433,10.3825,6.9217,3.4608,2025-09-08 04:37:29.928799
STOCK0924,97.6066,-15.477,7.9486,3.5641,-12.3816,6.3588,2.8513,29.282,39.0426,29.282,19.5213,9.7607,2025-09-08 04:37:29.928812
STOCK0925,18.6927,13.336,8.7944,9.7796,10.6688,7.0355,7.8237,5.6078,7.4771,5.6078,3.7385,1.8693,2025-09-08 04:37:29.928825
STOCK0926,2.4415,-7.2928,19.8937,10.4332,-5.8343,15.915,8.3466,0.7325,0.9766,0.7325,0.4883,0.2442,2025-09-08 04:37:29.928838
STOCK0927,83.1541,13.3361,7.1228,6.6725,10.6688,5.6982,5.338,24.9462,33.2617,24.9462,16.6308,8.3154,2025-09-08 04:37:29.928851
STOCK0928,79.5632,10.1496,21.8039,16.2342,8.1197,17.4432,12.9874,23.869,31.8253,23.869,15.9126,7.9563,2025-09-08 04:37:29.928864
STOCK0929,15.6297,11.592,2.2641,19.6624,9.2736,1.8113,15.7299,4.6889,6.2519,4.6889,3.1259,1.563,2025-09-08 04:37:29.928877
STOCK0930,71.117,25.9523,15.8478,14.9721,20.7619,12.6783,11.9777,21.3351,28.4468,21.3351,14.2234,7.1117,2025-09-08 04:37:29.928900
STOCK0931,26.6539,-13.0906,0.5753,-6.9209,-10.4725,0.4603,-5.5367,7.9962,10.6615,7.9962,5.3308,2.6654,2025-09-08 04:37:29.928913
STOCK0932,37.7977,1.3616,1.0594,-5.1726,1.0892,0.8475,-4.1381,11.3393,15.1191,11.3393,7.5595,3.7798,2025-09-08 04:37:29.928926
STOCK0933,22.3318,5.3148,16.872,11.6918,4.2518,13.4976,9.3534,6.6995,8.9327,6.6995,4.4664,2.2332,2025-09-08 04:37:29.928939
STOCK0934,40.6026,16.0417,8.119,13.6748,12.8334,6.4952,10.9398,12.1808,16.241,12.1808,8.1205,4.0603,2025-09-08 04:37:29.928952
STOCK0935,28.4501,-17.2944,-7.9271,13.8634,-13.8355,-6.3417,11.0907,8.535,11.38,8.535,5.69,2.845,2025-09-08 04:37:29.928965
STOCK0936,65.9093,16.5476,-7.8255,-7.7286,13.2381,-6.2604,-6.1829,19.7728,26.3637,19.7728,13.1819,6.5909,2025-09-08 04:37:29.928978
STOCK0937,17.3048,3.1797,22.0075,-9.5668,2.5437,17.606,-7.6534,5.1914,6.9219,5.1914,3.461,1.7305,2025-09-08 04:37:29.928992
STOCK0938,30.1607,4.8486,9.1802,9.334,3.8789,7.3441,7.4672,9.0482,12.0643,9.0482,6.0321,3.0161,2025-09-08 04:37:29.929004
STOCK0939,16.2846,-2.4993,15.7587,19.2659,-1.9994,12.607,15.4127,4.8854,6.5138,4.8854,3.2569,1.6285,2025-09-08 04:37:29.929017
STOCK0940,10.8232,28.5049,-8.9061,-8.0338,22.8039,-7.1249,-6.427,3.247,4.3293,3.247,2.1646,1.0823,2025-09-08 04:37:29.929030
STOCK0941,92.7561,-6.7042,11.4415,-3.1684,-5.3634,9.1532,-2.5347,27.8268,37.1024,27.8268,18.5512,9.2756,2025-09-08 04:37:29.929042
STOCK0942,74.264,-13.3155,16.9618,15.2115,-10.6524,13.5695,12.1692,22.2792,29.7056,22.2792,14.8528,7.4264,2025-09-08 04:37:29.929056
STOCK0943,19.0303,15.6977,21.0741,2.9911,12.5581,16.8593,2.3929,5.7091,7.6121,5.7091,3.8061,1.903,2025-09-08 04:37:29.929069
STOCK0944,45.6858,25.544,-10.5131,-7.592,20.4352,-8.4105,-6.0736,13.7057,18.2743,13.7057,9.1372,4.5686,2025-09-08 04:37:29.929082
STOCK0945,69.9604,18.4927,-4.1269,-6.8591,14.7942,-3.3015,-5.4873,20.9881,27.9842,20.9881,13.9921,6.996,2025-09-08 04:37:29.929094
STOCK0946,89.366,18.1381,23.9141,0.0893,14.5105,19.1313,0.0715,26.8098,35.7464,26.8098,17.8732,8.9366,2025-09-08 04:37:29.929107
STOCK0947,31.2375,29.8182,24.0752,7.1105,23.8546,19.2601,5.6884,9.3713,12.495,9.3713,6.2475,3.1238,2025-09-08 04:37:29.929120
STOCK0948,93.9164,11.9981,-6.5238,1.7738,9.5985,-5.2191,1.4191,28.1749,37.5666,28.1749,18.7833,9.3916,2025-09-08 04:37:29.929133
STOCK0949,19.1511,-6.9869,-7.695,-6.0899,-5.5896,-6.156,-4.8719,5.7453,7.6604,5.7453,3.8302,1.9151,2025-09-08 04:37:29.929146
STOCK0950,12.4841,3.3315,5.0229,-5.5289,2.6652,4.0183,-4.4231,3.7452,4.9936,3.7452,2.4968,1.2484,2025-09-08 04:37:29.929159
STOCK0951,36.4269,-7.6842,15.0639,16.1495,-6.1474,12.0511,12.9196,10.9281,14.5708,10.9281,7.2854,3.6427,2025-09-08 04:37:29.929172
STOCK0952,75.0705,26.7752,0.8444,-6.5126,21.4202,0.6755,-5.2101,22.5211,30.0282,22.5211,15.0141,7.507,2025-09-08 04:37:29.929184
STOCK0953,10.2498,14.2184,17.3218,14.8033,11.3747,13.8574,11.8426,3.075,4.0999,3.075,2.05,1.025,2025-09-08 04:37:29.929197
STOCK0954,13.4237,-19.7915,-10.0275,-1.7509,-15.8332,-8.022,-1.4007,4.0271,5.3695,4.0271,2.6847,1.3424,2025-09-08 04:37:29.929210
STOCK0955,6.7242,-17.9382,18.5197,-8.9683,-14.3506,14.8158,-7.1746,2.0173,2.6897,2.0173,1.3448,0.6724,2025-09-08 04:37:29.929222
STOCK0956,30.0629,-13.5807,3.5732,-3.0742,-10.8646,2.8585,-2.4594,9.0189,12.0252,9.0189,6.0126,3.0063,2025-09-08 04:37:29.929235
STOCK0957,95.8668,16.5574,-7.6809,2.4931,13.2459,-6.1447,1.9945,28.76,38.3467,28.76,19.1734,9.5867,2025-09-08 04:37:29.929248
STOCK0958,36.9009,28.9385,8.9735,0.4502,23.1508,7.1788,0.3601,11.0703,14.7604,11.0703,7.3802,3.6901,2025-09-08 04:37:29.929261
STOCK0959,62.4712,-5.834,16.9194,-2.8946,-4.6672,13.5355,-2.3157,18.7414,24.9885,18.7414,12.4942,6.2471,2025-09-08 04:37:29.929273
STOCK0960,14.4687,-2.5657,4.7982,-5.8223,-2.0526,3.8385,-4.6579,4.3406,5.7875,4.3406,2.8937,1.4469,2025-09-08 04:37:29.929286
STOCK0961,69.0119,-13.0935,15.9174,7.5147,-10.4748,12.7339,6.0117,20.7036,27.6047,20.7036,13.8024,6.9012,2025-09-08 04:37:29.929304
STOCK0962,12.4205,-12.7451,21.6743,-4.5672,-10.1961,17.3395,-3.6537,3.7261,4.9682,3.7261,2.4841,1.242,2025-09-08 04:37:29.929317
STOCK0963,54.1379,-0.0727,-11.343,4.3052,-0.0582,-9.0744,3.4441,16.2414,21.6552,16.2414,10.8276,5.4138,2025-09-08 04:37:29.929330
STOCK0964,64.5709,-16.1077,17.0105,-4.6099,-12.8862,13.6084,-3.6879,19.3713,25.8284,19.3713,12.9142,6.4571,2025-09-08 04:37:29.929343
STOCK0965,74.097,29.3332,17.96,1.171,23.4665,14.368,0.9368,22.2291,29.6388,22.2291,14.8194,7.4097,2025-09-08 04:37:29.929356
STOCK0966,98.6343,-3.9984,18.5835,12.455,-3.1987,14.8668,9.964,29.5903,39.4537,29.5903,19.7269,9.8634,2025-09-08 04:37:29.929369
STOCK0967,20.8142,18.8372,9.5399,13.0349,15.0697,7.6319,10.4279,6.2443,8.3257,6.2443,4.1628,2.0814,2025-09-08 04:37:29.929382
STOCK0968,89.7326,26.544,-11.2534,15.2201,21.2352,-9.0027,12.1761,26.9198,35.8931,26.9198,17.9465,8.9733,2025-09-08 04:37:29.929394
STOCK0969,89.8087,15.2944,16.5793,15.1411,12.2355,13.2634,12.1128,26.9426,35.9235,26.9426,17.9617,8.9809,2025-09-08 04:37:29.929407
STOCK0970,67.3274,13.8319,14.2673,16.8664,11.0655,11.4139,13.4931,20.1982,26.931,20.1982,13.4655,6.7327,2025-09-08 04:37:29.929420
STOCK0971,2.7763,-5.2309,-14.3864,-3.3377,-4.1847,-11.5091,-2.6702,0.8329,1.1105,0.8329,0.5553,0.2776,2025-09-08 04:37:29.929433
STOCK0972,51.1512,28.8523,23.7395,-0.0814,23.0818,18.9916,-0.0651,15.3453,20.4605,15.3453,10.2302,5.1151,2025-09-08 04:37:29.929446
STOCK0973,60.8873,-3.2136,9.0317,-4.2891,-2.5709,7.2253,-3.4313,18.2662,24.3549,18.2662,12.1775,6.0887,2025-09-08 04:37:29.929458
STOCK0974,95.9855,25.0497,3.7725,11.7032,20.0398,3.018,9.3625,28.7956,38.3942,28.7956,19.1971,9.5985,2025-09-08 04:37:29.929472
STOCK0975,4.3318,7.3815,-5.7288,0.4898,5.9052,-4.5831,0.3919,1.2995,1.7327,1.2995,0.8664,0.4332,2025-09-08 04:37:29.929484
STOCK0976,80.6767,11.8522,19.5161,7.0284,9.4817,15.6129,5.6227,24.203,32.2707,24.203,16.1353,8.0677,2025-09-08 04:37:29.929497
STOCK0977,38.2689,6.5791,13.0117,-0.1525,5.2633,10.4094,-0.122,11.4807,15.3076,11.4807,7.6538,3.8269,2025-09-08 04:37:29.929510
STOCK0978,21.638,-14.0135,5.8187,19.0842,-11.2108,4.655,15.2674,6.4914,8.6552,6.4914,4.3276,2.1638,2025-09-08 04:37:29.929523
STOCK0979,82.4267,12.9145,7.8255,-9.2034,10.3316,6.2604,-7.3627,24.728,32.9707,24.728,16.4853,8.2427,2025-09-08 04:37:29.929536
STOCK0980,29.3569,-10.7767,-12.1646,17.6989,-8.6213,-9.7317,14.1591,8.8071,11.7428,8.8071,5.8714,2.9357,2025-09-08 04:37:29.929548
STOCK0981,57.185,-10.081,-1.9103,-7.6282,-8.0648,-1.5283,-6.1026,17.1555,22.874,17.1555,11.437,5.7185,2025-09-08 04:37:29.929561
STOCK0982,72.4149,-1.9005,-0.8606,17.2381,-1.5204,-0.6885,13.7905,21.7245,28.966,21.7245,14.483,7.2415,2025-09-08 04:37:29.929574
STOCK0983,79.0839,21.7377,13.0432,-3.1685,17.3902,10.4346,-2.5348,23.7252,31.6335,23.7252,15.8168,7.9084,2025-09-08 04:37:29.929587
STOCK0984,36.3673,25.6072,17.5061,2.5092,20.4857,14.0049,2.0074,10.9102,14.5469,10.9102,7.2735,3.6367,2025-09-08 04:37:29.929600
STOCK0985,41.0274,-11.0182,0.1265,18.9107,-8.8145,0.1012,15.1285,12.3082,16.411,12.3082,8.2055,4.1027,2025-09-08 04:37:29.929612
STOCK0986,36.5941,-17.5885,-11.2672,7.1724,-14.0708,-9.0138,5.7379,10.9782,14.6376,10.9782,7.3188,3.6594,2025-09-08 04:37:29.929625
STOCK0987,6.8222,19.863,-4.5251,18.3438,15.8904,-3.6201,14.6751,2.0467,2.7289,2.0467,1.3644,0.6822,2025-09-08 04:37:29.929638
STOCK0988,46.6662,19.6906,-2.9836,11.8163,15.7525,-2.3869,9.453,13.9999,18.6665,13.9999,9.3332,4.6666,2025-09-08 04:37:29.929651
STOCK0989,12.2364,19.9827,-0.0436,12.1478,15.9862,-0.0348,9.7183,3.6709,4.8946,3.6709,2.4473,1.2236,2025-09-08 04:37:29.929663
STOCK0990,30.2118,16.8467,9.0246,19.1274,13.4774,7.2197,15.3019,9.0635,12.0847,9.0635,6.0424,3.0212,2025-09-08 04:37:29.929676
STOCK0991,17.6502,17.5799,10.3897,5.3372,14.064,8.3118,4.2698,5.2951,7.0601,5.2951,3.53,1.765,2025-09-08 04:37:29.929689
