stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
STOCK0841,STOCK0841 Company Ltd,179281042156,Real Estate,Construction Materials,NSE,5.21,19.34,9.01,2025-09-08 04:37:22.865778
STOCK0842,STOCK0842 Company Ltd,108185084864,Media,Publishing,NSE,1.43,37.79,23.07,2025-09-08 04:37:22.865778
STOCK0843,STOCK0843 Company Ltd,364213310758,Transportation,Logistics,NSE,1.56,30.21,12.24,2025-09-08 04:37:22.865778
STOCK0844,STOCK0844 Company Ltd,315795712380,Materials,Steel,NSE,4.37,25.67,31.64,2025-09-08 04:37:22.865778
STOCK0845,STOCK0845 Company Ltd,492040898131,Real Estate,Construction Materials,NSE,2.96,43.07,17.54,2025-09-08 04:37:22.865778
STOCK0846,STOCK0846 Company Ltd,236563661591,Telecommunications,Internet Services,NSE,2.69,19.55,44.19,2025-09-08 04:37:22.865778
STOCK0847,STOCK0847 Company Ltd,309002718320,Energy,Power,BSE,1.85,8.37,34.99,2025-09-08 04:37:22.865778
STOCK0848,STOCK0848 Company Ltd,78708725682,Consumer Discretionary,Jewelry,NSE,0.71,10.54,30.63,2025-09-08 04:37:22.865778
STOCK0849,STOCK0849 Company Ltd,30212833285,Energy,Coal,BSE,2.92,25.19,5.44,2025-09-08 04:37:22.865778
STOCK0850,STOCK0850 Company Ltd,382113157241,Telecommunications,Cable TV,NSE,4.29,7.55,22.93,2025-09-08 04:37:22.865778
STOCK0851,STOCK0851 Company Ltd,228963374990,Industrials,Aerospace,BSE,4.41,12.71,25.43,2025-09-08 04:37:22.865778
STOCK0852,STOCK0852 Company Ltd,487238511982,Technology,Software,NSE,5.36,16.44,12.3,2025-09-08 04:37:22.865778
STOCK0853,STOCK0853 Company Ltd,442966192123,Real Estate,Real Estate Development,NSE,5.34,21.22,43.62,2025-09-08 04:37:22.865778
STOCK0854,STOCK0854 Company Ltd,71574683075,Transportation,Railways,NSE,2.85,35.55,8.15,2025-09-08 04:37:22.865778
STOCK0855,STOCK0855 Company Ltd,65840298826,Materials,Steel,NSE,1.1,16.59,32.14,2025-09-08 04:37:22.865778
STOCK0856,STOCK0856 Company Ltd,412148128706,Energy,Coal,NSE,5.12,22.72,20.91,2025-09-08 04:37:22.865778
STOCK0857,STOCK0857 Company Ltd,312041880076,Consumer Discretionary,Real Estate,NSE,5.94,39.71,8.31,2025-09-08 04:37:22.865778
STOCK0858,STOCK0858 Company Ltd,322877077238,Healthcare,Pharmaceuticals,NSE,3.78,25.91,7.39,2025-09-08 04:37:22.865778
STOCK0859,STOCK0859 Company Ltd,343923256125,Energy,Coal,BSE,4.48,27.74,35.57,2025-09-08 04:37:22.865778
STOCK0860,STOCK0860 Company Ltd,67463380990,Real Estate,Real Estate Investment,NSE,0.86,43.05,8.98,2025-09-08 04:37:22.865778
STOCK0861,STOCK0861 Company Ltd,240091216129,Media,Publishing,BSE,2.45,18.89,38.64,2025-09-08 04:37:22.865778
STOCK0862,STOCK0862 Company Ltd,279452153882,Materials,Steel,NSE,4.79,28.18,13.36,2025-09-08 04:37:22.865778
STOCK0863,STOCK0863 Company Ltd,461588655038,Healthcare,Diagnostics,NSE,2.01,21.55,17.46,2025-09-08 04:37:22.865778
STOCK0864,STOCK0864 Company Ltd,394985334116,Financial Services,Insurance,NSE,3.12,32.79,13.59,2025-09-08 04:37:22.865778
STOCK0865,STOCK0865 Company Ltd,455392472588,Real Estate,Construction Materials,NSE,2.77,33.01,8.54,2025-09-08 04:37:22.865778
STOCK0866,STOCK0866 Company Ltd,88588413196,Consumer Discretionary,Jewelry,NSE,1.73,19.5,17.06,2025-09-08 04:37:22.865778
STOCK0867,STOCK0867 Company Ltd,100231558961,Materials,Chemicals,BSE,2.07,5.64,20.46,2025-09-08 04:37:22.865778
STOCK0868,STOCK0868 Company Ltd,141874242551,Financial Services,Broking,BSE,1.25,26.91,9.5,2025-09-08 04:37:22.865778
STOCK0869,STOCK0869 Company Ltd,195494578499,Real Estate,Construction Materials,BSE,5.28,8.63,13.93,2025-09-08 04:37:22.865778
STOCK0870,STOCK0870 Company Ltd,321944666447,Media,Publishing,NSE,1.23,49.65,37.75,2025-09-08 04:37:22.865778
STOCK0871,STOCK0871 Company Ltd,431008931245,Telecommunications,Cable TV,NSE,2.48,48.13,28.47,2025-09-08 04:37:22.865778
STOCK0872,STOCK0872 Company Ltd,244286604011,Telecommunications,Telecom Services,NSE,3.52,8.29,26.33,2025-09-08 04:37:22.865778
STOCK0873,STOCK0873 Company Ltd,446318861611,Technology,IT Services,BSE,4.08,40.94,42.23,2025-09-08 04:37:22.865778
STOCK0874,STOCK0874 Company Ltd,18234072823,Media,Publishing,NSE,5.75,10.82,33.51,2025-09-08 04:37:22.865778
STOCK0875,STOCK0875 Company Ltd,361865075854,Energy,Petrochemicals,BSE,4.55,30.25,30.31,2025-09-08 04:37:22.865778
STOCK0876,STOCK0876 Company Ltd,44664210074,Materials,Cement,NSE,3.25,38.25,12.58,2025-09-08 04:37:22.865778
STOCK0877,STOCK0877 Company Ltd,475211579176,Consumer Discretionary,Entertainment,BSE,1.92,10.94,12.47,2025-09-08 04:37:22.865778
STOCK0878,STOCK0878 Company Ltd,59116188922,Technology,Software,NSE,2.45,33.43,33.78,2025-09-08 04:37:22.865778
STOCK0879,STOCK0879 Company Ltd,269961333833,Industrials,Construction,NSE,5.73,15.29,24.75,2025-09-08 04:37:22.865778
STOCK0880,STOCK0880 Company Ltd,39758506079,Real Estate,Construction Materials,NSE,4.94,14.52,15.84,2025-09-08 04:37:22.865778
STOCK0881,STOCK0881 Company Ltd,73268723455,Transportation,Railways,NSE,4.4,29.62,31.41,2025-09-08 04:37:22.865778
STOCK0882,STOCK0882 Company Ltd,36840843888,Consumer Goods,FMCG,NSE,3.22,23.04,31.27,2025-09-08 04:37:22.865778
STOCK0883,STOCK0883 Company Ltd,38811045700,Energy,Power,NSE,4.52,32.29,24.2,2025-09-08 04:37:22.865778
STOCK0884,STOCK0884 Company Ltd,234892086122,Agriculture,Pesticides,NSE,4.01,35.1,6.37,2025-09-08 04:37:22.865778
STOCK0885,STOCK0885 Company Ltd,159737642254,Media,Advertising,BSE,3.37,33.23,30.13,2025-09-08 04:37:22.865778
STOCK0886,STOCK0886 Company Ltd,430189929875,Consumer Goods,Footwear,NSE,2.5,23.64,29.76,2025-09-08 04:37:22.865778
STOCK0887,STOCK0887 Company Ltd,383476107363,Financial Services,Asset Management,NSE,1.22,25.98,16.54,2025-09-08 04:37:22.865778
STOCK0888,STOCK0888 Company Ltd,64209990278,Transportation,Shipping,BSE,1.87,32.28,35.86,2025-09-08 04:37:22.865778
STOCK0889,STOCK0889 Company Ltd,65506718948,Utilities,Water,NSE,1.55,7.24,15.57,2025-09-08 04:37:22.865778
STOCK0890,STOCK0890 Company Ltd,451257981209,Consumer Goods,FMCG,BSE,1.44,11.47,40.13,2025-09-08 04:37:22.865778
STOCK0891,STOCK0891 Company Ltd,254414156976,Technology,Hardware,BSE,0.54,9.51,17.12,2025-09-08 04:37:22.865778
STOCK0892,STOCK0892 Company Ltd,60402237179,Healthcare,Pharmaceuticals,NSE,2.6,31.68,36.25,2025-09-08 04:37:22.865778
STOCK0893,STOCK0893 Company Ltd,242754894017,Healthcare,Biotechnology,NSE,5.26,26.15,43.15,2025-09-08 04:37:22.865778
STOCK0894,STOCK0894 Company Ltd,110969863689,Real Estate,Real Estate Development,NSE,1.39,46.61,43.18,2025-09-08 04:37:22.865778
STOCK0895,STOCK0895 Company Ltd,374699218031,Consumer Discretionary,Jewelry,NSE,2.85,43.54,40.53,2025-09-08 04:37:22.865778
STOCK0896,STOCK0896 Company Ltd,202879087847,Real Estate,Real Estate Development,BSE,5.5,49.1,30.83,2025-09-08 04:37:22.865778
STOCK0897,STOCK0897 Company Ltd,368805298525,Technology,Software,NSE,0.34,39.56,22.96,2025-09-08 04:37:22.865778
STOCK0898,STOCK0898 Company Ltd,103865940956,Consumer Goods,Apparel,BSE,1.34,5.9,39.49,2025-09-08 04:37:22.865778
STOCK0899,STOCK0899 Company Ltd,15908179179,Consumer Goods,FMCG,BSE,3.34,21.24,16.48,2025-09-08 04:37:22.865778
STOCK0900,STOCK0900 Company Ltd,227861588228,Transportation,Logistics,BSE,5.74,13.02,13.53,2025-09-08 04:37:22.865778
STOCK0901,STOCK0901 Company Ltd,142680013445,Energy,Power,NSE,0.57,43.69,35.61,2025-09-08 04:37:22.865778
STOCK0902,STOCK0902 Company Ltd,475589889427,Technology,IT Services,BSE,1.53,26.18,20.33,2025-09-08 04:37:22.865778
STOCK0903,STOCK0903 Company Ltd,172224934164,Healthcare,Pharmaceuticals,BSE,4.61,18.48,40.42,2025-09-08 04:37:22.865778
STOCK0904,STOCK0904 Company Ltd,56302161158,Consumer Discretionary,Entertainment,NSE,4.77,26.21,8.4,2025-09-08 04:37:22.865778
STOCK0905,STOCK0905 Company Ltd,133403442405,Agriculture,Food Processing,BSE,0.97,33.19,36.07,2025-09-08 04:37:22.865778
STOCK0906,STOCK0906 Company Ltd,434032412701,Consumer Discretionary,Real Estate,BSE,3.38,20.31,40.61,2025-09-08 04:37:22.865778
STOCK0907,STOCK0907 Company Ltd,155152470233,Technology,Semiconductors,NSE,0.65,28.44,26.61,2025-09-08 04:37:22.865778
STOCK0908,STOCK0908 Company Ltd,213679519722,Transportation,Aviation,BSE,2.25,49.73,20.97,2025-09-08 04:37:22.865778
STOCK0909,STOCK0909 Company Ltd,399034755240,Transportation,Aviation,BSE,3.37,17.81,22.91,2025-09-08 04:37:22.865778
STOCK0910,STOCK0910 Company Ltd,99828707466,Real Estate,Real Estate Investment,BSE,3.98,37.56,34.41,2025-09-08 04:37:22.865778
STOCK0911,STOCK0911 Company Ltd,337986037186,Utilities,Power Generation,NSE,5.05,49.59,17.63,2025-09-08 04:37:22.865778
STOCK0912,STOCK0912 Company Ltd,330026113602,Technology,Telecom Equipment,BSE,5.39,36.03,26.29,2025-09-08 04:37:22.865778
STOCK0913,STOCK0913 Company Ltd,55933730544,Transportation,Logistics,NSE,3.31,6.16,31.21,2025-09-08 04:37:22.865778
STOCK0914,STOCK0914 Company Ltd,319236564594,Materials,Paints,BSE,2.89,26.2,39.61,2025-09-08 04:37:22.865778
STOCK0915,STOCK0915 Company Ltd,138482567655,Consumer Goods,Textiles,BSE,1.29,11.31,42.03,2025-09-08 04:37:22.865778
STOCK0916,STOCK0916 Company Ltd,495558486330,Utilities,Power Generation,NSE,0.52,40.49,5.18,2025-09-08 04:37:22.865778
STOCK0917,STOCK0917 Company Ltd,348882323584,Energy,Oil & Gas,BSE,2.3,6.69,5.94,2025-09-08 04:37:22.865778
STOCK0918,STOCK0918 Company Ltd,381302703381,Agriculture,Pesticides,NSE,5.44,27.98,40.2,2025-09-08 04:37:22.865778
STOCK0919,STOCK0919 Company Ltd,209239319786,Financial Services,Insurance,BSE,1.69,22.5,35.54,2025-09-08 04:37:22.865778
STOCK0920,STOCK0920 Company Ltd,6563777036,Energy,Coal,NSE,2.94,11.83,29.39,2025-09-08 04:37:22.865778
STOCK0921,STOCK0921 Company Ltd,355680552938,Consumer Discretionary,Entertainment,BSE,2.1,22.51,7.48,2025-09-08 04:37:22.865778
STOCK0922,STOCK0922 Company Ltd,265984554339,Industrials,Automotive,NSE,0.05,47.31,8.92,2025-09-08 04:37:22.865778
STOCK0923,STOCK0923 Company Ltd,264419928016,Consumer Discretionary,Retail,NSE,4.58,31.45,19.95,2025-09-08 04:37:22.865778
STOCK0924,STOCK0924 Company Ltd,103485624708,Financial Services,Banking,NSE,1.73,29.26,43.35,2025-09-08 04:37:22.865778
STOCK0925,STOCK0925 Company Ltd,283256657216,Industrials,Construction,NSE,0.43,47.45,23.86,2025-09-08 04:37:22.865778
STOCK0926,STOCK0926 Company Ltd,44125382234,Industrials,Engineering,BSE,4.23,19.5,39.06,2025-09-08 04:37:22.865778
STOCK0927,STOCK0927 Company Ltd,307776016295,Media,Broadcasting,NSE,0.26,13.51,30.03,2025-09-08 04:37:22.865778
STOCK0928,STOCK0928 Company Ltd,352420073356,Telecommunications,Internet Services,NSE,1.8,27.81,10.1,2025-09-08 04:37:22.865778
STOCK0929,STOCK0929 Company Ltd,318583279824,Energy,Power,BSE,3.95,26.01,18.54,2025-09-08 04:37:22.865778
STOCK0930,STOCK0930 Company Ltd,269337176698,Consumer Goods,FMCG,BSE,4.18,8.73,6.05,2025-09-08 04:37:22.865778
STOCK0931,STOCK0931 Company Ltd,21687852531,Transportation,Logistics,NSE,1.0,27.68,35.89,2025-09-08 04:37:22.865778
STOCK0932,STOCK0932 Company Ltd,97030017181,Media,Broadcasting,NSE,3.58,30.72,9.67,2025-09-08 04:37:22.865778
STOCK0933,STOCK0933 Company Ltd,110626507238,Utilities,Gas Distribution,NSE,4.15,20.96,43.28,2025-09-08 04:37:22.865778
STOCK0934,STOCK0934 Company Ltd,220492261812,Consumer Discretionary,Real Estate,BSE,1.62,33.59,16.98,2025-09-08 04:37:22.865778
STOCK0935,STOCK0935 Company Ltd,59874580881,Real Estate,Real Estate Development,NSE,0.05,25.84,4.77,2025-09-08 04:37:22.865778
STOCK0936,STOCK0936 Company Ltd,34219009798,Real Estate,Real Estate Investment,BSE,2.1,30.92,13.57,2025-09-08 04:37:22.865778
STOCK0937,STOCK0937 Company Ltd,26354436040,Real Estate,Construction Materials,BSE,4.89,34.34,40.77,2025-09-08 04:37:22.865778
STOCK0938,STOCK0938 Company Ltd,253528669118,Energy,Oil & Gas,BSE,5.04,25.49,31.18,2025-09-08 04:37:22.865778
STOCK0939,STOCK0939 Company Ltd,458261727659,Healthcare,Diagnostics,BSE,3.52,13.28,42.61,2025-09-08 04:37:22.865778
STOCK0940,STOCK0940 Company Ltd,85308058299,Telecommunications,Internet Services,NSE,5.33,11.77,35.71,2025-09-08 04:37:22.865778
STOCK0941,STOCK0941 Company Ltd,126366746036,Industrials,Aerospace,NSE,2.82,40.71,22.2,2025-09-08 04:37:22.865778
STOCK0942,STOCK0942 Company Ltd,13995433842,Transportation,Railways,BSE,2.91,10.74,31.73,2025-09-08 04:37:22.865778
STOCK0943,STOCK0943 Company Ltd,141237598759,Materials,Cement,BSE,3.21,35.43,35.52,2025-09-08 04:37:22.865778
STOCK0944,STOCK0944 Company Ltd,183956982827,Financial Services,Banking,NSE,4.68,45.21,5.79,2025-09-08 04:37:22.865778
STOCK0945,STOCK0945 Company Ltd,335964729504,Consumer Discretionary,Automobiles,BSE,5.72,5.73,28.72,2025-09-08 04:37:22.865778
STOCK0946,STOCK0946 Company Ltd,361549090823,Financial Services,Broking,BSE,1.15,41.91,21.07,2025-09-08 04:37:22.865778
STOCK0947,STOCK0947 Company Ltd,317185117340,Healthcare,Hospitals,NSE,3.72,15.1,21.58,2025-09-08 04:37:22.865778
STOCK0948,STOCK0948 Company Ltd,307014905644,Consumer Goods,Apparel,NSE,2.51,44.96,35.33,2025-09-08 04:37:22.865778
STOCK0949,STOCK0949 Company Ltd,497035235447,Agriculture,Seeds,BSE,0.56,16.66,32.67,2025-09-08 04:37:22.865778
STOCK0950,STOCK0950 Company Ltd,126871072830,Energy,Renewable Energy,BSE,1.0,43.67,19.94,2025-09-08 04:37:22.865778
STOCK0951,STOCK0951 Company Ltd,297263831877,Utilities,Power Generation,BSE,2.73,16.36,16.26,2025-09-08 04:37:22.865778
STOCK0952,STOCK0952 Company Ltd,403952348963,Real Estate,Construction Materials,BSE,2.84,44.0,32.0,2025-09-08 04:37:22.865778
STOCK0953,STOCK0953 Company Ltd,304500859421,Technology,Telecom Equipment,BSE,2.78,36.83,14.59,2025-09-08 04:37:22.865778
STOCK0954,STOCK0954 Company Ltd,10977490071,Consumer Discretionary,Entertainment,NSE,1.05,42.3,11.31,2025-09-08 04:37:22.865778
STOCK0955,STOCK0955 Company Ltd,168481478882,Healthcare,Hospitals,NSE,4.58,38.62,15.7,2025-09-08 04:37:22.865778
STOCK0956,STOCK0956 Company Ltd,194357590027,Utilities,Power Generation,NSE,0.14,41.64,4.73,2025-09-08 04:37:22.865778
STOCK0957,STOCK0957 Company Ltd,214044360201,Transportation,Logistics,BSE,1.36,20.57,30.92,2025-09-08 04:37:22.865778
STOCK0958,STOCK0958 Company Ltd,202666118561,Industrials,Machinery,BSE,3.23,21.56,10.41,2025-09-08 04:37:22.865778
STOCK0959,STOCK0959 Company Ltd,278547160231,Real Estate,Real Estate Development,BSE,5.24,22.1,20.39,2025-09-08 04:37:22.865778
STOCK0960,STOCK0960 Company Ltd,159768956145,Real Estate,Real Estate Investment,NSE,5.73,24.46,23.67,2025-09-08 04:37:22.865778
STOCK0961,STOCK0961 Company Ltd,302960997840,Technology,Semiconductors,NSE,5.17,38.53,13.96,2025-09-08 04:37:22.865778
STOCK0962,STOCK0962 Company Ltd,9200159201,Telecommunications,Telecom Services,NSE,4.04,47.05,10.98,2025-09-08 04:37:22.865778
STOCK0963,STOCK0963 Company Ltd,425329351475,Consumer Goods,Personal Care,NSE,3.56,15.57,22.48,2025-09-08 04:37:22.865778
STOCK0964,STOCK0964 Company Ltd,157210885188,Agriculture,Seeds,BSE,1.25,9.28,30.22,2025-09-08 04:37:22.865778
STOCK0965,STOCK0965 Company Ltd,97770856218,Materials,Cement,BSE,0.77,43.27,41.24,2025-09-08 04:37:22.865778
STOCK0966,STOCK0966 Company Ltd,340579745478,Agriculture,Seeds,NSE,3.01,37.8,13.19,2025-09-08 04:37:22.865778
STOCK0967,STOCK0967 Company Ltd,287019018020,Energy,Petrochemicals,BSE,4.68,5.4,14.83,2025-09-08 04:37:22.865778
STOCK0968,STOCK0968 Company Ltd,9476138886,Media,Publishing,BSE,5.26,14.25,20.85,2025-09-08 04:37:22.865778
STOCK0969,STOCK0969 Company Ltd,107044964668,Energy,Coal,BSE,2.27,24.22,16.87,2025-09-08 04:37:22.865778
STOCK0970,STOCK0970 Company Ltd,6731637458,Real Estate,Construction Materials,NSE,1.48,32.29,25.35,2025-09-08 04:37:22.865778
STOCK0971,STOCK0971 Company Ltd,153845355692,Consumer Goods,Apparel,NSE,4.8,44.25,21.52,2025-09-08 04:37:22.865778
STOCK0972,STOCK0972 Company Ltd,489138466821,Real Estate,Construction Materials,NSE,3.89,39.44,40.26,2025-09-08 04:37:22.865778
STOCK0973,STOCK0973 Company Ltd,35400275921,Industrials,Construction,BSE,5.99,38.21,20.88,2025-09-08 04:37:22.865778
STOCK0974,STOCK0974 Company Ltd,375643028630,Industrials,Automotive,NSE,5.33,19.59,6.02,2025-09-08 04:37:22.865778
STOCK0975,STOCK0975 Company Ltd,63914224513,Telecommunications,Telecom Services,NSE,5.83,17.35,10.13,2025-09-08 04:37:22.865778
STOCK0976,STOCK0976 Company Ltd,170923541666,Consumer Discretionary,Automobiles,BSE,3.37,34.9,31.2,2025-09-08 04:37:22.865778
STOCK0977,STOCK0977 Company Ltd,221628513911,Technology,Telecom Equipment,BSE,1.3,22.71,34.54,2025-09-08 04:37:22.865778
STOCK0978,STOCK0978 Company Ltd,329492158139,Consumer Discretionary,Retail,NSE,5.96,28.84,27.18,2025-09-08 04:37:22.865778
STOCK0979,STOCK0979 Company Ltd,202207039245,Energy,Petrochemicals,NSE,4.28,17.92,19.45,2025-09-08 04:37:22.865778
STOCK0980,STOCK0980 Company Ltd,463533066037,Transportation,Aviation,BSE,5.71,39.54,35.34,2025-09-08 04:37:22.865778
STOCK0981,STOCK0981 Company Ltd,300652379042,Technology,Hardware,NSE,0.3,45.93,14.07,2025-09-08 04:37:22.865778
STOCK0982,STOCK0982 Company Ltd,212375889358,Transportation,Aviation,NSE,4.92,16.52,42.97,2025-09-08 04:37:22.865778
STOCK0983,STOCK0983 Company Ltd,494076485033,Materials,Chemicals,NSE,5.56,16.14,9.04,2025-09-08 04:37:22.865778
STOCK0984,STOCK0984 Company Ltd,451763249367,Media,Digital Media,NSE,5.05,31.17,36.66,2025-09-08 04:37:22.865778
STOCK0985,STOCK0985 Company Ltd,120444937926,Consumer Discretionary,Real Estate,BSE,1.01,33.5,41.5,2025-09-08 04:37:22.865778
STOCK0986,STOCK0986 Company Ltd,269828439630,Real Estate,Real Estate Investment,BSE,1.76,48.25,10.77,2025-09-08 04:37:22.865778
STOCK0987,STOCK0987 Company Ltd,271558087639,Financial Services,Broking,NSE,2.05,36.16,30.15,2025-09-08 04:37:22.865778
STOCK0988,STOCK0988 Company Ltd,53095877977,Healthcare,Diagnostics,BSE,3.17,49.23,15.26,2025-09-08 04:37:22.865778
STOCK0989,STOCK0989 Company Ltd,281800276940,Utilities,Power Generation,BSE,1.45,43.47,15.78,2025-09-08 04:37:22.865778
STOCK0990,STOCK0990 Company Ltd,150210371306,Consumer Discretionary,Retail,BSE,0.24,29.13,32.91,2025-09-08 04:37:22.865778
STOCK0991,STOCK0991 Company Ltd,96541189966,Healthcare,Medical Devices,BSE,4.19,15.24,24.76,2025-09-08 04:37:22.865778
STOCK0992,STOCK0992 Company Ltd,184734572414,Consumer Discretionary,Real Estate,BSE,4.67,39.5,35.73,2025-09-08 04:37:22.865778
STOCK0993,STOCK0993 Company Ltd,278975354486,Real Estate,Real Estate Development,NSE,3.09,44.45,10.56,2025-09-08 04:37:22.865778
STOCK0994,STOCK0994 Company Ltd,93158572481,Healthcare,Hospitals,BSE,2.43,39.9,29.97,2025-09-08 04:37:22.865778
STOCK0995,STOCK0995 Company Ltd,384456329071,Materials,Steel,BSE,3.07,27.24,29.62,2025-09-08 04:37:22.865778
STOCK0996,STOCK0996 Company Ltd,296587071555,Healthcare,Medical Devices,NSE,5.66,26.32,15.95,2025-09-08 04:37:22.865778
STOCK0997,STOCK0997 Company Ltd,20348811389,Healthcare,Diagnostics,BSE,5.29,25.06,27.09,2025-09-08 04:37:22.865778
STOCK0998,STOCK0998 Company Ltd,114747379360,Consumer Discretionary,Entertainment,NSE,3.6,46.44,12.85,2025-09-08 04:37:22.865778
STOCK0999,STOCK0999 Company Ltd,89060527763,Technology,IT Services,BSE,5.97,48.83,29.21,2025-09-08 04:37:22.865778
STOCK1000,STOCK1000 Company Ltd,104301371650,Media,Publishing,NSE,5.63,39.59,7.65,2025-09-08 04:37:22.865778
STOCK1001,STOCK1001 Company Ltd,138010567509,Energy,Coal,NSE,5.78,28.17,36.21,2025-09-08 04:37:22.865778
STOCK1002,STOCK1002 Company Ltd,164339407511,Utilities,Power Generation,BSE,3.19,15.17,35.3,2025-09-08 04:37:22.865778
STOCK1003,STOCK1003 Company Ltd,211787103135,Energy,Renewable Energy,BSE,5.92,34.62,31.1,2025-09-08 04:37:22.865778
STOCK1004,STOCK1004 Company Ltd,343480570130,Consumer Discretionary,Entertainment,NSE,1.59,27.4,42.51,2025-09-08 04:37:22.865778
STOCK1005,STOCK1005 Company Ltd,70458255823,Industrials,Aerospace,BSE,3.25,5.37,42.51,2025-09-08 04:37:22.865778
STOCK1006,STOCK1006 Company Ltd,89200186553,Materials,Mining,NSE,2.58,26.19,31.74,2025-09-08 04:37:22.865778
STOCK1007,STOCK1007 Company Ltd,43743237101,Energy,Renewable Energy,BSE,2.47,34.98,16.36,2025-09-08 04:37:22.865778
STOCK1008,STOCK1008 Company Ltd,152380904726,Media,Advertising,BSE,2.56,44.12,43.25,2025-09-08 04:37:22.865778
STOCK1009,STOCK1009 Company Ltd,71150040579,Real Estate,Construction Materials,BSE,3.58,48.75,7.84,2025-09-08 04:37:22.865778
STOCK1010,STOCK1010 Company Ltd,162175186331,Healthcare,Medical Devices,NSE,3.69,28.21,24.65,2025-09-08 04:37:22.865778
STOCK1011,STOCK1011 Company Ltd,287477328117,Technology,IT Services,BSE,0.96,36.35,14.2,2025-09-08 04:37:22.865778
STOCK1012,STOCK1012 Company Ltd,154228370761,Industrials,Construction,NSE,1.39,32.63,25.96,2025-09-08 04:37:22.865778
STOCK1013,STOCK1013 Company Ltd,98070421591,Transportation,Aviation,NSE,1.54,11.25,26.36,2025-09-08 04:37:22.865778
STOCK1014,STOCK1014 Company Ltd,246112093507,Technology,Semiconductors,NSE,4.42,26.08,33.06,2025-09-08 04:37:22.865778
STOCK1015,STOCK1015 Company Ltd,166842621643,Media,Advertising,BSE,4.28,33.98,3.42,2025-09-08 04:37:22.865778
STOCK1016,STOCK1016 Company Ltd,487021851107,Real Estate,Real Estate Investment,BSE,0.75,15.11,8.2,2025-09-08 04:37:22.865778
STOCK1017,STOCK1017 Company Ltd,369912008731,Consumer Discretionary,Entertainment,NSE,4.35,16.32,28.8,2025-09-08 04:37:22.865778
STOCK1018,STOCK1018 Company Ltd,138523205768,Telecommunications,Telecom Services,BSE,0.17,14.81,43.98,2025-09-08 04:37:22.865778
STOCK1019,STOCK1019 Company Ltd,404590633663,Agriculture,Seeds,BSE,2.99,48.87,17.7,2025-09-08 04:37:22.865778
STOCK1020,STOCK1020 Company Ltd,490102228041,Transportation,Railways,BSE,5.34,30.86,9.21,2025-09-08 04:37:22.865778
STOCK1021,STOCK1021 Company Ltd,419331267602,Financial Services,Broking,NSE,1.4,38.97,43.99,2025-09-08 04:37:22.865778
STOCK1022,STOCK1022 Company Ltd,120161718647,Financial Services,Insurance,BSE,5.37,23.79,33.82,2025-09-08 04:37:22.865778
